Customer_ID,Customer_Name,Customer_Segment,Maritial_Status,Gender,DOB,Country,Region,State_Province,City,Postal_Code
646,Prof. Robin High,Corporate,Single,Female,07-12-1985,U.S.A,Central,Minnesota,Shakopee,55379
1442,Professor Rodney Field,Corporate,Single,Female,07-12-1990,U.S,Central,Missouri,Springfield,65807
388,Mr. Roger Schwartz,Corporate,Single,Female,05-02-1996,U.S,Central,Nebraska,Kearney,68847
649,Dr. Roger Meyer,Home Office,Single,Female,05-02-1994,United States Of America,Central,Illinois,Buffalo Grove,60089
1593,Dr. Ronald O'Neill,Corporate,Single,Female,05-02-1987,U.S.A,Central,Oklahoma,Bartlesville,74006
266,Mrs Ross Frederick,Corporate,Single,Female,05-02-1993,USA,Central,Texas,San Antonio,78207
314,Mrs Ruby Gibbons,Corporate,Single,Female,05-02-1991,U.S,Central,Illinois,Forest Park,60130
1142,Doctor. Russell Chan,Home Office,Single,Female,05-02-1993,U.S,Central,Texas,Waco,76706
540,Miss. Ruth Lamm,Small Business,Single,Female,05-02-1997,U.S,Central,Illinois,Vernon Hills,60061
2289,Dr. Ryan Herman,Home Office,Single,Female,07-12-1986,United States Of America,Central,Minnesota,Burnsville,55337
959,Prof. Sally House,Corporate,Single,Female,05-02-1989,US,Central,Texas,Burleson,76028
2973,Dr. Sally Liu,Home Office,Single,Female,05-02-1992,U.S.A,Central,Wisconsin,New Berlin,53151
1644,Doctor. Sam Woodward,Small Business,Single,Female,07-12-1994,US,Central,Texas,Friendswood,77546
197,Miss Samantha Weaver,Small Business,Single,Female,05-02-1997,U.S.A,Central,Kansas,Overland Park,66212
197,Miss Samantha Weaver,Small Business,Single,Female,05-02-1997,U.S.A,Central,Kansas,Overland Park,66212
3089,Professor Sandy Cannon,Corporate,Single,Female,05-02-1995,United States Of America,Central,Kansas,Leawood,66209
1934,Professor Scott Moore,Home Office,Single,Female,07-12-1990,U.S,Central,Texas,Georgetown,78626
1962,Professor Sean Burton,Home Office,Single,Female,05-02-1993,US,Central,Michigan,Saginaw,48601
2991,Dr. Sean Herbert,Home Office,Single,Female,05-02-1994,U.S,Central,Wisconsin,Racine,53402
683,Professor Seth Merrill,Small Business,Single,Female,07-12-1992,United States Of America,Central,Nebraska,Papillion,68046
2584,Professor Seth Matthews,Home Office,Single,Female,05-02-1992,U.S.A,Central,Michigan,Inkster,48141
868,Prof. Sharon Ellis,Corporate,Single,Female,07-12-1988,U.S.A,Central,Minnesota,Shoreview,55126
3229,Prof. Sharon Kessler,Small Business,Single,Female,05-02-1990,U.S.A,Central,Wisconsin,Superior,54880
2521,Dr. Shawn Meyer,Home Office,Single,Female,05-02-1993,U.S.A,Central,Texas,Corsicana,75109
1749,Dr. Sherri P Stephens,Home Office,Single,Female,07-12-1987,United States Of America,Central,Oklahoma,Lawton,73505
1976,Dr. Sherri F Vogel,Consumer,Single,Female,05-02-1997,USA,Central,Michigan,East Lansing,48823
827,Dr. Sheryl Marsh,Home Office,Single,Female,05-02-1990,US,Central,Texas,Amarillo,79109
1828,Dr. Stacey Lucas,Corporate,Single,Female,05-02-1994,U.S,Central,Iowa,Cedar Falls,50613
1427,Prof. Stacy Gould,Home Office,Single,Female,05-02-1997,USA,Central,Michigan,Bay City,48708
2334,Professor Stephanie Hawkins,Home Office,Single,Female,05-02-1990,United States Of America,Central,Wisconsin,Greenfield,53220
648,Doctor. Steve O'Brien,Home Office,Single,Female,07-12-1994,USA,Central,Illinois,Bolingbrook,60440
3261,Dr. Steven Long,Consumer,Single,Female,07-12-1996,United States Of America,Central,Michigan,Adrian,49221
1829,Professor Suzanne Cochran,Corporate,Single,Female,05-02-1994,U.S.A,Central,Iowa,Cedar Rapids,52402
377,Miss. Sylvia Bush,Consumer,Single,Female,05-02-1995,United States Of America,Central,Illinois,Batavia,60510
3042,Professor Tara Gold,Small Business,Single,Female,05-02-1995,US,Central,Kansas,Hutchinson,67501
1957,Dr. Ted Crowder,Consumer,Single,Female,05-02-1997,United States Of America,Central,Missouri,University City,63130
444,Mr Thelma Abrams,Small Business,Single,Female,07-12-1996,US,Central,Illinois,Urbana,61801
1075,Professor Theodore Tyson,Home Office,Single,Female,07-12-1987,U.S.A,Central,Illinois,Romeoville,60441
2775,Professor Theodore Rubin,Consumer,Single,Female,05-02-1987,United States Of America,Central,Illinois,Franklin Park,60131
3069,Dr. Tiffany Merrill,Consumer,Single,Female,05-02-1987,USA,Central,Minnesota,Oakdale,55128
2833,Prof. Tim Connolly,Small Business,Single,Female,05-02-1989,United States Of America,Central,Minnesota,Inver Grove Heights,55076
3035,Prof. Tina Evans,Home Office,Single,Female,05-02-1995,U.S.A,Central,Illinois,Lombard,60148
2157,Doctor. Tom Hoyle Honeycutt,Home Office,Single,Female,07-12-1989,U.S.A,Central,Michigan,Warren,48093
689,Doctor. Tommy Honeycutt,Small Business,Single,Female,05-02-1994,U.S,Central,Missouri,Saint Peters,63376
2502,Doctor. Toni Owens Poe,Home Office,Single,Female,05-02-1997,U.S,Central,Indiana,Munster,46321
954,Professor Tony Chandler,Small Business,Single,Female,05-02-1990,United States Of America,Central,Texas,Highland Village,75067
2450,Dr. Tonya Miller,Home Office,Single,Female,05-02-1995,United States Of America,Central,Wisconsin,Janesville,53545
2458,Prof. Troy Casey,Home Office,Single,Female,05-02-1992,U.S,Central,Minnesota,Edina,55410
447,Mrs. Valerie Moon,Corporate,Single,Female,05-02-1997,U.S.A,Central,Minnesota,Roseville,55113
573,Prof. Vanessa Winstead,Corporate,Single,Female,05-02-1995,United States Of America,Central,Illinois,Pekin,61554
1065,Prof. Vicki Bond,Corporate,Single,Female,05-02-1998,United States Of America,Central,Illinois,Burbank,60459
1253,Dr. Vickie Coates,Home Office,Single,Female,07-12-1994,US,Central,Texas,Cedar Park,78613
2071,Dr. Victor Cherry,Corporate,Single,Female,05-02-1988,U.S,Central,Michigan,Farmington Hills,48336
1827,Doctor. Vincent Hale,Corporate,Single,Female,05-02-1995,US,Central,Iowa,Burlington,52601
286,Mistress. Virginia Gay,Small Business,Single,Female,07-12-1996,United States Of America,Central,Kansas,Shawnee,66203
2553,Professor Virginia McNeill,Home Office,Single,Female,05-02-1998,USA,Central,Wisconsin,Kenosha,53142
3197,Dr. Wallace Pugh,Home Office,Single,Female,05-02-1988,US,Central,Illinois,Northbrook,60062
1485,Professor Wayne Sutherland,Home Office,Single,Female,05-02-1995,US,Central,Illinois,Downers Grove,60516
2016,Doctor. Wayne Bean,Corporate,Single,Female,05-02-1991,U.S,Central,Michigan,Southgate,48195
2583,Dr. Wendy Pridgen Pearce,Home Office,Single,Female,05-02-1997,U.S,Central,Michigan,Holland,49423
1402,Professor Wesley Tate,Home Office,Single,Female,05-02-1992,USA,Central,Illinois,Chicago,60653
1466,Prof. Wesley Reid,Small Business,Single,Female,07-12-1989,U.S.A,Central,Nebraska,Columbus,68601
1683,Prof. Wesley Corbett,Consumer,Single,Female,05-02-1987,USA,Central,Texas,Conroe,77301
2159,Dr. Wesley Field,Corporate,Single,Female,05-02-1988,USA,Central,Michigan,Westland,48185
1933,Dr. William Crawford,Corporate,Single,Female,05-02-1995,US,Central,Texas,Garland,75043
2954,Professor William Sharma,Consumer,Single,Female,07-12-1996,United States Of America,Central,Minnesota,Maplewood,55119
146,Miss Yvonne Fox,Corporate,Single,Female,07-12-1992,USA,Central,Texas,Watauga,76148
146,Miss Yvonne Fox,Corporate,Single,Female,07-12-1992,USA,Central,Texas,Watauga,76148
962,Doctor. Yvonne Clarke,Home Office,Single,Female,05-02-1990,U.S,Central,Illinois,Chicago,60610
2457,Professor Yvonne Collier,Home Office,Single,Female,05-02-1991,US,Central,Minnesota,Lino Lakes,55014
