Customer ID,Customer Name,Customer_Segment,Maritial_Status,Gender,DOB,Country,State or Province,City,Postal Code
2980,Professor Joanna Kenney,Corporate,Married,Female,02-05-1992,United States,Ohio,Sandusky,44870
2650,Professor Joanne Chu,Corporate,Single,Female,02-05-1992,U.S,Pennsylvania,Baldwin,15234
2303,Professor Joe Baldwin,Corporate,Single,Female,12-07-1991,United States,New York,New York City,10011
1699,Professor Joseph Hurst,Small Business,Single,Female,02-05-1989,US,Pennsylvania,Levittown,19057
1808,Professor Joyce Knox,Home Office,Single,Female,02-05-1990,U.S,West Virginia,Parkersburg,26101
1727,Professor Juanita Ballard,Small Business,Single,Female,02-05-1989,United States,Ohio,Kent,44240
2178,Professor Judy Hall,Small Business,Single,Female,02-05-1997,United States,Massachusetts,Worcester,1610
2947,Professor Kathy Turner,Consumer,Single,Female,02-05-1996,US,New York,Depew,14043
2561,Professor Laurie Moon,Consumer,Single,Female,12-07-1987,US,New York,Ossining,10562
2198,Professor Lester Woodward Maynard,Small Business,Single,Female,02-05-1990,U.S,New York,Lindenhurst,11757
1246,Professor Lois Hansen,Home Office,Single,Female,02-05-1989,United States,New York,New York City,10009
2460,Professor Lucille Gibbons,Home Office,Single,Female,02-05-1994,US,New York,New York City,10035
1000,Professor Lynn Bell,Small Business,Single,Female,12-07-1990,U.S,Vermont,Bennington,5201
343,Professor Lynn Epstein,Corporate,Single,Female,12-07-1991,US,Maine,Bangor,4401
467,Professor Maria Thomas,Small Business,Single,Female,12-07-1995,United States,Massachusetts,Beverly,1915
2689,Professor Marlene Gray,Home Office,Single,Female,02-05-1996,US,New Jersey,Clifton,7011
911,Professor Marsha P Joyner,Corporate,Single,Female,02-05-1989,U.S,West Virginia,Wheeling,26003
2081,Professor Matthew Conway,Corporate,Single,Female,02-05-1990,US,New York,Ithaca,14853
3095,Professor Milton Lindsay,Consumer,Single,Female,02-05-1989,US,Ohio,Hamilton,45011
994,Professor Neal Weber,Small Business,Single,Female,12-07-1990,United States,Maine,Sanford,4073
1129,Professor Pam Patton,Home Office,Single,Female,02-05-1997,US,Massachusetts,Boston,2118
2353,Professor Patrick Lowry,Corporate,Single,Female,02-05-1997,U.S,Maryland,Edgewood,21040
366,Professor Patrick Rosenthal,Small Business,Single,Female,02-05-1998,United States,Rhode Island,Cranston,2910
1473,Professor Paul Puckett,Home Office,Single,Female,02-05-1988,United States,Ohio,Wooster,44691
3342,Professor Paul Tate,Home Office,Single,Female,12-07-1988,U.S,District of Columbia,Washington,20006
3076,Professor Peter Hardy,Small Business,Single,Female,12-07-1996,U.S,Ohio,Stow,44224
2932,Professor Phyllis Hull,Small Business,Single,Female,02-05-1993,U.S,Connecticut,Stratford,6614
1972,Professor Priscilla Brandon,Corporate,Single,Female,02-05-1997,U.S,Pennsylvania,Willow Grove,19090
1580,Professor Ronnie Nolan,Corporate,Single,Female,02-05-1989,U.S,Maine,Waterville,4901
1649,Professor Roy Hardison,Corporate,Single,Female,02-05-1989,U.S,New York,Woodmere,11598
421,Professor Scott Feldman,Small Business,Single,Female,02-05-1989,US,New Jersey,Elizabeth,7201
393,Professor Shawn Combs,Corporate,Single,Female,02-05-1991,U.S,New York,Auburn,13021
2738,Professor Sherri Kramer,Small Business,Single,Female,02-05-1998,United States,Vermont,South Burlington,5403
2509,Professor Sidney Larson,Home Office,Single,Female,02-05-1986,United States,Maine,South Portland,4106
1085,Professor Ted Dunlap,Corporate,Single,Female,02-05-1994,U.S,New York,Deer Park,11729
584,Professor Timothy Currie,Corporate,Single,Female,02-05-1990,United States,Massachusetts,Woburn,1801
491,Professor Toni Swanson,Consumer,Single,Female,02-05-1988,US,New York,New York City,10154
2765,Professor Tracy Schultz,Corporate,Single,Female,02-05-1990,U.S,New Jersey,Lindenwold,8021
282,Professor Vickie Andrews,Corporate,Single,Female,02-05-1992,United States,New Jersey,Belleville,7109
1352,Professor Vivian Clarke,Home Office,Single,Female,12-07-1985,U.S,Maryland,Camp Springs,20746
3246,Professor Wanda Harris,Small Business,Single,Female,02-05-1995,U.S,New Hampshire,Hudson,3051
