Customer ID,Customer Name,Customer_Segment,Maritial_Status,Gender,DOB,Country,Region,State or Province,City,Postal Code
3128,Doctor Cathy Burgess,Small Business,Divorced,Male,02-07-1990,US,South,Louisiana,Shreveport,71109
3224,Doctor Claudia White,Small Business,Divorced,Female,12-08-1990,US,South,Tennessee,Gallatin,37066
2137,Doctor Crystal Crabtree,Corporate,Single,Male,02-06-1991,United States,South,Florida,West Palm Beach,33407
2720,Doctor Donna Block,Small Business,Single,Male,02-05-1989,USA,South,Georgia,Dalton,30721
2454,Doctor Donna Braun,Corporate,Single,Male,02-05-1990,United States,South,Alabama,Hoover,35244
1363,Doctor Earl Roy,Consumer,Single,Male,02-05-1990,US,South,Florida,Casselberry,32707
2684,Doctor Edna Michael,Small Business,Single,Male,02-05-1993,United States,South,Florida,Port Charlotte,33952
1739,Doctor Edna Pierce,Corporate,Single,Male,12-07-1991,US,South,North Carolina,Goldsboro,27534
678,Doctor Edward McKenzie,Corporate,Single,Male,02-05-1990,USA,South,Virginia,Rose Hill,24281
2848,Doctor Eileen Dalton,Corporate,Married,Male,02-05-1992,USA,South,Tennessee,Columbia,38401
2069,Doctor Elsie Boykin,Consumer,Single,Male,02-05-1992,USA,South,Kentucky,Fort Thomas,41075
2488,Doctor Gordon Walker,Consumer,Single,Male,02-05-1990,US,South,Arkansas,Cabot,72023
2880,Doctor Grace Black,Small Business,Married,Male,12-07-1991,US,South,Florida,North Miami Beach,33160
2540,Doctor Helen Ferguson,Home Office,Single,Male,02-05-1990,United States,South,Florida,Winter Springs,32708
3169,Doctor Janice Boswell,Small Business,Married,Male,02-05-1990,United States,South,Florida,Port Orange,32127
2044,Doctor Jay Simon,Corporate,Single,Male,02-05-1992,US,South,Arkansas,Rogers,72756
1554,Doctor Joan Floyd,Consumer,Single,Female,12-07-1989,US,South,Mississippi,Gulfport,39503
2770,Doctor Joel Burnette,Corporate,Single,Female,02-05-1989,US,South,Georgia,Dunwoody,30338
1531,Doctor Jon Ayers,Consumer,Single,Female,02-05-1992,USA,South,Florida,Palm Coast,32137
1634,Doctor Katherine W Epstein,Home Office,Single,Female,02-05-1987,USA,South,Mississippi,Jackson,39212
2481,Doctor Kelly Sawyer,Corporate,Single,Female,02-05-1990,USA,South,Louisiana,Lafayette,70506
2578,Doctor Kent Gill,Home Office,Single,Female,12-07-1987,USA,South,Alabama,Opelika,36801
2308,Doctor Laurence Cummings,Small Business,Single,Female,02-05-1988,US,South,Florida,Lehigh Acres,33971
3105,Doctor Lawrence Hester,Home Office,Single,Female,02-05-1995,USA,South,Kentucky,Murray,42071
1185,Doctor Lee Xu,Consumer,Single,Female,02-05-1994,United States,South,Alabama,Madison,35756
803,Doctor Marianne Goldstein,Small Business,Single,Female,02-05-1989,US,South,Florida,New Smyrna Beach,32168
1971,Doctor Marsha Roy,Corporate,Single,Female,02-05-1990,USA,South,Mississippi,Tupelo,38801
1815,Doctor Marvin Yang,Home Office,Single,Female,02-05-1995,USA,South,Mississippi,Pearl,39208
3255,Doctor Maureen Whitley,Home Office,Single,Female,02-05-1996,United States,South,Florida,Tamarac,33319
2240,Doctor Maurice Kelly,Corporate,Single,Female,02-05-1986,US,South,Florida,Lakeland,33801
1018,Doctor Meredith Humphrey,Home Office,Single,Female,02-05-1998,US,South,North Carolina,Cary,27511
2968,Doctor Miriam Bowman,Small Business,Single,Female,02-05-1992,United States,South,Florida,Hollywood,33021
829,Doctor Monica Law Thompson,Corporate,Single,Female,02-05-1987,United States,South,Arkansas,Texarkana,71854
1919,Doctor Nathan Jenkins,Home Office,Single,Female,02-05-1998,United States,South,Arkansas,Pine Bluff,71603
2258,Doctor Nicole Pope,Corporate,Single,Female,02-05-1999,United States,South,North Carolina,Rocky Mount,27801
2114,Doctor Paige Mason,Corporate,Single,Female,02-05-1998,US,South,Virginia,Norfolk,23518
568,Doctor Peter McConnell,Consumer,Single,Female,02-05-1988,United States,South,Mississippi,Columbus,39701
1502,Doctor Renee Huang,Small Business,Single,Female,02-05-1995,United States,South,Florida,Coral Springs,33065
3285,Doctor Ricky Garner,Consumer,Single,Female,02-05-1995,USA,South,Virginia,Herndon,20170
2621,Doctor Robyn Hayes,Corporate,Single,Female,02-05-1993,US,South,Tennessee,Brentwood,37027
2787,Doctor Rodney Kearney,Consumer,Single,Female,02-05-1992,United States,South,Louisiana,Metairie,70003
1267,Doctor Rosemary Branch,Corporate,Single,Female,02-05-1993,USA,South,Florida,Boca Raton,33433
1719,Doctor Russell W Melton,Corporate,Single,Female,02-05-1994,USA,South,Alabama,Northport,35473
1910,Doctor Sean Stephenson,Home Office,Single,Female,02-05-1991,US,South,Georgia,Peachtree City,30269
1711,Doctor Sharon Long,Corporate,Single,Female,12-07-1986,United States,South,Georgia,Marietta,30062
1574,Doctor Sherry Hurley,Consumer,Single,Female,02-05-1989,United States,South,North Carolina,Fayetteville,28314
2183,Doctor Sheryl Reese,Home Office,Single,Female,02-05-1991,USA,South,Kentucky,Owensboro,42301
3187,Doctor Sidney Gilliam,Small Business,Single,Female,12-07-1994,USA,South,Florida,Riverview,33569
1672,Doctor Sidney Scarborough,Small Business,Single,Female,02-05-1990,US,South,Virginia,Charlottesville,22901
983,Doctor Sue Drake,Corporate,Single,Female,02-05-1989,USA,South,Arkansas,Searcy,72143
1788,Doctor Valerie Siegel,Consumer,Single,Female,02-05-1998,United States,South,Georgia,Woodstock,30188
2420,Doctor Wesley Cho,Consumer,Single,Female,02-05-1998,US,South,Virginia,Richmond,23223
2882,Dr. Andrew Gonzalez,Consumer,Married,Male,02-05-1996,U.S,South,North Carolina,Charlotte,28206
3194,Dr. Angela Rose,Consumer,Married,Female,02-05-1991,U.S.A,South,Florida,Spring Hill,34609
3379,Dr. Annette McIntyre,Home Office,Married,Female,02-05-1990,United States Of America,South,Georgia,Kennesaw,30144
2655,Dr. Benjamin Lam,Corporate,Single,Male,02-05-1995,U.S,South,Georgia,Atlanta,30318
508,Dr. Cameron Owens,Corporate,Single,Male,12-07-1989,U.S,South,Kentucky,Covington,41011
1556,Dr. Carol Wood,Consumer,Single,Male,02-05-1990,U.S,South,Virginia,Alexandria,22304
3303,Dr. Carole Creech,Home Office,Divorced,Male,02-06-1990,U.S.A,South,Florida,Lake Worth,33461
2345,Dr. Colleen Marsh,Corporate,Single,Female,12-07-1989,U.S,South,Kentucky,Paducah,42003
1650,Dr. Dan Lamm,Corporate,Single,Male,02-05-1991,U.S.A,South,North Carolina,Asheboro,27203
2526,Dr. Derek Sweeney,Corporate,Single,Male,02-10-1990,U.S,South,Louisiana,Lafayette,70506
2193,Dr. Donald Melton,Home Office,Single,Male,02-05-1990,U.S.A,South,North Carolina,New Bern,28560
1927,Dr. Earl Alston,Home Office,Single,Male,12-08-1990,United States Of America,South,South Carolina,Greenville,29611
3331,Dr. Elisabeth Shaw,Corporate,Married,Male,02-05-1992,U.S,South,Florida,Ormond Beach,32174
2724,Dr. Erika Clapp,Home Office,Single,Male,02-05-1992,U.S.A,South,Tennessee,Chattanooga,37421
3154,Dr. Faye Manning,Corporate,Married,Male,02-05-1992,U.S,South,Florida,Saint Petersburg,33710
2260,Dr. Geoffrey H Wong,Corporate,Single,Male,02-05-1992,United States Of America,South,Georgia,Rome,30161
1384,Dr. George McLamb,Consumer,Single,Male,02-05-1992,U.S,South,Virginia,Alexandria,22304
1745,Dr. Herbert Holden,Consumer,Single,Male,02-05-1992,U.S,South,Georgia,Atlanta,30305
1802,Dr. Jack Morse,Corporate,Single,Male,02-05-1993,United States Of America,South,Florida,Dunedin,34698
2254,Dr. Jeff Meadows,Corporate,Single,Male,02-05-1992,U.S,South,Kentucky,Paducah,42003
2115,Dr. Jeffrey Lloyd,Corporate,Single,Male,12-07-1991,U.S,South,Virginia,Oakton,22124
1721,Dr. Jennifer Zimmerman,Corporate,Single,Male,02-05-1989,U.S.A,South,Arkansas,Jonesboro,72401
2858,Dr. Jerry Webster,Corporate,Married,Male,02-05-1993,U.S.A,South,Florida,Fruit Cove,32259
2456,Dr. Joan Beach,Home Office,Single,Female,12-07-1991,United States Of America,South,Alabama,Mobile,36608
1038,Dr. Jon Hale,Corporate,Single,Female,02-05-1993,U.S,South,Florida,Belle Glade,33430
750,Dr. Jordan Wilkinson,Corporate,Single,Female,02-05-1993,U.S.A,South,Kentucky,Florence,41042
2543,Dr. Josephine Dalton,Small Business,Single,Female,02-05-1991,United States Of America,South,Virginia,Richmond,23223
806,Dr. Judy Singer,Small Business,Single,Female,02-05-1989,U.S,South,Florida,Miami,33132
2417,Dr. Ken H Frazier,Consumer,Single,Female,02-05-1993,U.S.A,South,Virginia,Oakton,22124
2441,Dr. Kenneth Capps,Consumer,Single,Female,12-07-1993,U.S,South,Florida,Melbourne,32935
2049,Dr. Kenneth Pollock,Corporate,Single,Female,02-05-1996,U.S,South,Virginia,Harrisonburg,22801
2771,Dr. Kevin Wolfe,Corporate,Single,Female,02-05-1989,U.S,South,Georgia,East Point,30344
1526,Dr. Larry Hall,Home Office,Single,Female,02-05-1996,United States Of America,South,Alabama,Birmingham,35211
2286,Dr. Larry Langston,Corporate,Single,Female,02-05-1993,U.S.A,South,South Carolina,Spartanburg,29301
1551,Dr. Laurence Flowers,Consumer,Single,Female,02-05-1989,U.S.A,South,Mississippi,Biloxi,39530
3170,Dr. Lawrence Haas,Corporate,Single,Female,02-05-1992,United States Of America,South,Florida,Port Saint Lucie,34952
2143,Dr. Lester Sawyer,Home Office,Single,Female,02-05-1988,United States Of America,South,Virginia,Fairfax,20151
1984,Dr. Lynne Wilcox,Consumer,Single,Female,02-05-1988,U.S.A,South,South Carolina,Hilton Head Island,29915
1916,Dr. Marcia Feldman,Home Office,Single,Female,02-05-1987,U.S,South,Arkansas,Little Rock,72209
2813,Dr. Marjorie Burnette,Corporate,Single,Female,02-05-1991,United States Of America,South,Tennessee,Cleveland,37311
2579,Dr. Marshall Sutherland,Home Office,Single,Female,12-07-1994,U.S.A,South,Alabama,Phenix City,36869
1693,Dr. Melinda Thornton,Consumer,Single,Female,02-05-1991,U.S,South,Virginia,Reston,20190
1849,Dr. Michelle Steele,Consumer,Single,Female,02-05-1991,U.S.A,South,Alabama,Enterprise,36330
2369,Dr. Mike G Hartman,Consumer,Single,Female,02-05-1992,United States Of America,South,Florida,Pembroke Pines,33024
665,Dr. Miriam Mueller,Corporate,Single,Female,12-07-1996,United States Of America,South,Tennessee,Murfreesboro,37130
2097,Dr. Patsy Shea,Home Office,Single,Female,02-05-1987,U.S.A,South,South Carolina,Hilton Head Island,29915
907,Dr. Rachel Casey,Home Office,Single,Female,02-05-1989,United States Of America,South,Kentucky,Henderson,42420
1712,Dr. Regina Langley,Corporate,Single,Female,02-05-1990,United States Of America,South,Georgia,Martinez,30907
2484,Dr. Rhonda Bryant,Corporate,Single,Female,02-05-1997,U.S.A,South,Florida,Winter Haven,33881
3279,Dr. Ricky Allred,Home Office,Single,Female,02-05-1993,United States Of America,South,South Carolina,Columbia,29203
3053,Dr. Robin Tyler,Corporate,Single,Female,02-05-1989,United States Of America,South,Kentucky,Murray,42071
3225,Dr. Robyn Crawford,Small Business,Single,Female,02-05-1990,U.S,South,Tennessee,Germantown,38138
2696,Dr. Sally Dunn,Home Office,Single,Female,12-07-1987,United States Of America,South,Alabama,Tuscaloosa,35401
1194,Dr. Sidney Brewer,Small Business,Single,Female,02-05-1994,United States Of America,South,Florida,Immokalee,34142
1014,Dr. Theresa Winters,Home Office,Single,Female,02-05-1992,U.S.A,South,Arkansas,Bryant,72022
1347,Dr. Vivian Goldstein,Home Office,Single,Female,02-05-1987,U.S.A,South,Florida,Brandon,33511
3113,Dr. Wayne English,Corporate,Single,Female,02-05-1991,U.S.A,South,Louisiana,New Iberia,70560
228,Miss. Colleen Andrews,Small Business,Single,Female,12-08-1989,U.S,South,North Carolina,Mint Hill,28227
228,Miss. Colleen Andrews,Small Business,Single,Female,12-08-1989,U.S,South,North Carolina,Mint Hill,28227
152,Miss. Kent Kerr,Small Business,Single,Female,02-05-1991,United States,South,Tennessee,Knoxville,37918
152,Miss. Kent Kerr,Small Business,Single,Female,02-05-1991,United States,South,Tennessee,Knoxville,37918
64,Miss. Lynn Morrow,Small Business,Single,Female,02-05-1996,US,South,Virginia,Salem,24153
64,Miss. Lynn Morrow,Small Business,Single,Female,02-05-1996,US,South,Virginia,Salem,24153
247,Miss. Marshall Brandt Briggs,Corporate,Single,Female,02-05-1993,USA,South,Tennessee,Maryville,37804
247,Miss. Marshall Brandt Briggs,Corporate,Single,Female,02-05-1993,USA,South,Tennessee,Maryville,37804
395,Miss. Monica McCormick,Corporate,Single,Female,02-05-1989,U.S.A,South,North Carolina,Albemarle,28001
271,Miss. Sam Rouse,Small Business,Single,Female,02-05-1994,United States,South,Georgia,Forest Park,30297
375,Miss. Sandra Sharma,Small Business,Single,Female,02-05-1994,USA,South,Tennessee,Morristown,37814
497,Miss. Steve McKee,Small Business,Single,Female,02-05-1994,United States Of America,South,Tennessee,Murfreesboro,37130
166,Miss. Vicki Hauser,Consumer,Single,Female,02-05-1986,United States Of America,South,Tennessee,Lebanon,37087
166,Miss. Vicki Hauser,Consumer,Single,Female,02-05-1986,United States Of America,South,Tennessee,Lebanon,37087
123,Mistress Shawn Stern,Home Office,Single,Female,02-05-1994,USA,South,Virginia,Tysons Corner,22102
123,Mistress Shawn Stern,Home Office,Single,Female,02-05-1994,USA,South,Virginia,Tysons Corner,22102
349,Mistress. Kim Weiss,Home Office,Single,Female,12-07-1991,U.S,South,Florida,Miami,33132
1627,Mr. Aaron Day,Corporate,Single,Male,2/14/1997,United States Of America,South,North Carolina,Wilmington,28403
1814,Mr. Albert Tyson,Home Office,Married,Male,02-05-1997,US,South,North Carolina,Wilmington,28403
2062,Mr. Alfred Singh,Corporate,Divorced,Male,12-07-1997,United States Of America,South,Virginia,Waynesboro,22980
272,Mr. Eleanor Swain,Home Office,Single,Male,02-05-1993,United States Of America,South,North Carolina,Charlotte,28204
151,Mr. Geoffrey Zhu,Home Office,Single,Male,02-05-1990,U.S.A,South,Tennessee,Kingsport,37664
151,Mr. Geoffrey Zhu,Home Office,Single,Male,02-05-1990,U.S.A,South,Tennessee,Kingsport,37664
342,Mr. Jacqueline Noble,Corporate,Single,Male,02-05-1989,US,South,Florida,Miami,33181
169,Mr. Janice Cole,Corporate,Single,Male,02-05-1993,US,South,Louisiana,Baton Rouge,70802
169,Mr. Janice Cole,Corporate,Single,Male,02-05-1993,US,South,Louisiana,Baton Rouge,70802
3320,Mrs. Alicia Maynard,Small Business,Married,Female,02-05-1997,United States Of America,South,North Carolina,Charlotte,28206
258,Mrs. Allan Shields,Consumer,Married,Male,02-05-1995,U.S.A,South,Florida,Seminole,33772
258,Mrs. Allan Shields,Consumer,Married,Male,02-05-1995,U.S.A,South,Florida,Seminole,33772
471,Mrs. Ross Simpson,Consumer,Single,Female,02-05-1988,United States,South,Georgia,Atlanta,30318
92,Mrs. Victoria Baker Hoover,Corporate,Single,Female,02-05-1991,U.S,South,Louisiana,Terrytown,70056
92,Mrs. Victoria Baker Hoover,Corporate,Single,Female,02-05-1991,U.S,South,Louisiana,Terrytown,70056
2778,Prof. Alison Jones,Consumer,Married,Male,02-05-1998,USA,South,North Carolina,Wilmington,28403
2593,Prof. Anne Schultz,Corporate,Married,Female,02-05-1990,United States,South,Georgia,Athens,30605
3226,Prof. Arthur Gold,Small Business,Married,Male,02-05-1992,USA,South,Tennessee,Hendersonville,37075
1015,Prof. Beverly Cameron,Home Office,Single,Female,02-06-1990,United States,South,North Carolina,Apex,27502
2840,Prof. Bob Berg,Corporate,Single,Male,02-05-1992,US,South,Florida,North Miami,33161
2859,Prof. Brad H Blake,Corporate,Single,Male,02-07-1992,United States,South,Florida,Gainesville,32601
1241,Prof. Bradley Schroeder,Small Business,Single,Male,02-05-1990,US,South,Alabama,Auburn,36830
910,Prof. Carla Hauser,Corporate,Single,Male,02-06-1990,US,South,Arkansas,Texarkana,71854
2268,Prof. Carlos Adkins,Small Business,Single,Male,12-09-1989,US,South,Florida,Land O Lakes,34639
1670,Prof. Carolyn Bowling,Small Business,Single,Male,02-05-1990,United States,South,Virginia,Blacksburg,24060
2122,Prof. Carolyn Fisher,Consumer,Single,Male,02-06-1990,USA,South,Arkansas,Sherwood,72116
823,Prof. Christian Albright,Small Business,Single,Female,12-08-1990,USA,South,Tennessee,Smyrna,37167
3338,Prof. Constance Robertson,Consumer,Divorced,Female,02-06-1992,USA,South,Florida,Tampa,33614
1737,Prof. Danielle Myers,Corporate,Single,Male,02-05-1990,United States,South,North Carolina,Garner,27529
751,Prof. David Wrenn,Corporate,Single,Male,12-08-1992,United States,South,Kentucky,Georgetown,40324
2393,Prof. Debbie Dillon,Corporate,Single,Male,12-07-1989,US,South,Georgia,Roswell,30076
666,Prof. Emily Sims,Corporate,Single,Male,02-05-1992,US,South,Tennessee,Nashville,37211
3380,Prof. Eva Decker,Home Office,Married,Male,12-07-1990,US,South,Georgia,La Grange,30240
1552,Prof. Gary Koch,Small Business,Single,Male,12-07-1991,United States,South,Mississippi,Clinton,39056
1060,Prof. Gene Gilliam,Small Business,Single,Male,02-05-1990,USA,South,Georgia,Atlanta,30318
524,Prof. Gina McKnight,Consumer,Single,Male,02-05-1990,USA,South,Tennessee,Farragut,37922
1928,Prof. Gregory R Snow,Home Office,Single,Male,02-05-1992,US,South,South Carolina,Greer,29651
2527,Prof. Gretchen Orr,Corporate,Single,Male,02-05-1991,USA,South,Louisiana,Lake Charles,70601
1997,Prof. Harriet Bowman,Consumer,Single,Male,02-05-1994,United States,South,South Carolina,Hilton Head Island,29915
1697,Prof. Holly Osborne,Home Office,Single,Male,02-05-1989,USA,South,Arkansas,Hot Springs,71901
2486,Prof. Jack Horn,Small Business,Single,Male,12-07-1991,United States,South,Georgia,Statesboro,30458
1350,Prof. Jackie Burke,Home Office,Single,Male,12-07-1988,United States,South,Florida,Carol City,33055
3176,Prof. Jackie McCullough,Consumer,Married,Male,02-05-1991,US,South,Florida,Jacksonville,32216
1557,Prof. James Nicholson,Consumer,Single,Male,02-05-1993,USA,South,Virginia,Annandale,22003
3119,Prof. Jay Hubbard,Corporate,Married,Male,12-07-1990,United States,South,Florida,Orlando,32839
2464,Prof. Joe George,Consumer,Single,Female,02-05-1992,US,South,Louisiana,Bossier City,71111
3155,Prof. Julian Keith Mayer,Consumer,Married,Female,02-05-1996,USA,South,Florida,Sanford,32771
2725,Prof. Katharine Hudson,Home Office,Single,Female,02-05-1996,United States,South,Tennessee,Clarksville,37042
2145,Prof. Kerry Hardy,Corporate,Single,Female,12-07-1996,US,South,Florida,Fort Lauderdale,33311
2418,Prof. Kyle Fink,Consumer,Single,Female,02-05-1993,United States,South,Virginia,Petersburg,23805
2928,Prof. Leslie Woodard,Consumer,Single,Female,02-05-1998,USA,South,South Carolina,Charleston,29418
1873,Prof. Lisa Kim,Corporate,Single,Female,02-05-1999,United States,South,Florida,Palm Beach Gardens,33403
2671,Prof. Lloyd Fuller,Home Office,Single,Female,02-05-1994,USA,South,Tennessee,Brentwood,37027
2256,Prof. Lloyd Levin,Corporate,Single,Female,12-07-1995,USA,South,North Carolina,New Bern,28560
1632,Prof. Lori Wolfe,Home Office,Single,Female,02-05-1992,US,South,Mississippi,Hattiesburg,39401
2058,Prof. Louise Webster Sharma,Corporate,Single,Female,02-05-1991,USA,South,North Carolina,Hickory,28601
3319,Prof. Marlene Davidson,Small Business,Single,Female,02-05-1995,United States,South,Tennessee,Hendersonville,37075
1764,Prof. Michele Bradshaw,Consumer,Single,Female,12-07-1996,USA,South,Florida,Dunedin,34698
2442,Prof. Natalie Aldridge,Consumer,Single,Female,02-05-1994,USA,South,Florida,Merritt Island,32953
1527,Prof. Neil Parker,Home Office,Single,Female,02-05-1989,US,South,Alabama,Decatur,35601
2545,Prof. Rick Ellis,Home Office,Single,Female,02-05-1987,US,South,Virginia,Springfield,22153
2697,Prof. Ricky W Clements,Corporate,Single,Female,02-05-1987,US,South,Alabama,Vestavia Hills,35216
1713,Prof. Rosemary Stark,Corporate,Single,Female,02-05-1997,US,South,Georgia,Newnan,30265
2287,Prof. Samuel Newman,Corporate,Single,Female,02-05-1989,United States,South,South Carolina,Summerville,29483
3221,Prof. Sean Pugh,Corporate,Single,Female,02-05-1990,United States,South,Florida,Sunrise,33322
2209,Prof. Sharon Thomas,Home Office,Single,Female,02-05-1990,United States,South,Georgia,College Park,30337
1459,Prof. Steve Raynor,Consumer,Single,Female,02-05-1996,USA,South,South Carolina,Taylors,29687
2346,Prof. Sylvia Kumar,Corporate,Single,Female,12-07-1996,USA,South,Kentucky,Pleasure Ridge Park,40258
3086,Prof. Ted Durham,Consumer,Single,Female,02-05-1989,US,South,Florida,North Port,34287
2063,Prof. Todd D Norris,Corporate,Single,Female,02-05-1998,US,South,Virginia,Newport News,23602
1917,Prof. Tracy Buckley,Home Office,Single,Female,12-07-1986,USA,South,Arkansas,North Little Rock,72113
2098,Prof. Tracy Dyer,Home Office,Single,Female,12-07-1986,United States,South,South Carolina,Mount Pleasant,29464
3283,Prof. William Woodard,Corporate,Single,Female,02-05-1998,US,South,Florida,Kendall,33156
2960,Professor. Allan Dickinson,Corporate,Married,Male,02-05-1995,U.S.A,South,Arkansas,Van Buren,72956
2750,Professor. Allen Nash,Small Business,Married,Male,02-05-1995,United States Of America,South,Virginia,Waynesboro,22980
2873,Professor. Benjamin Gunter,Small Business,Single,Male,12-07-1993,United States Of America,South,Florida,Hialeah,33012
2257,Professor. Bernard Thompson,Corporate,Single,Male,02-08-1995,U.S.A,South,North Carolina,Raleigh,27604
2302,Professor. Beth Dolan,Corporate,Single,Female,12-07-1990,United States Of America,South,Florida,Panama City,32404
1959,Professor. Bonnie Matthews Rowland,Home Office,Single,Male,02-05-1992,U.S,South,Florida,Miami,33916
1528,Professor. Brad Stark,Small Business,Single,Male,02-08-1992,U.S,South,North Carolina,Eden,27288
1499,Professor. Charlotte L Doyle,Home Office,Single,Male,12-07-1990,U.S.A,South,Florida,Coral Gables,33134
3381,Professor. Christopher Norton Patterson,Home Office,Divorced,Female,02-05-1990,U.S,South,Georgia,Macon,31204
2066,Professor. Claudia Webb,Corporate,Single,Female,02-05-1991,U.S,South,North Carolina,Indian Trail,28079
2146,Professor. Courtney Boyd,Corporate,Single,Male,02-07-1992,U.S,South,Virginia,Fairfax,20151
3120,Professor. Daniel Christian,Home Office,Widowed,Male,02-07-1991,United States Of America,South,Louisiana,New Orleans,70117
2358,Professor. Danielle Baird,Home Office,Single,Male,02-05-1990,U.S.A,South,Florida,Fort Lauderdale,33311
2443,Professor. Danny Richmond,Corporate,Single,Male,02-05-1990,U.S.A,South,Florida,Miami,33142
1738,Professor. Dean Solomon,Corporate,Single,Male,02-05-1990,United States Of America,South,North Carolina,Gastonia,28052
3222,Professor. Diane Lu,Corporate,Widowed,Male,02-05-1992,United States Of America,South,Florida,Tallahassee,32303
3248,Professor. Earl Donnelly,Small Business,Married,Male,02-08-1991,U.S.A,South,Louisiana,Slidell,70458
2547,Professor. Edna Freeman,Small Business,Single,Male,02-05-1991,U.S,South,Virginia,Virginia Beach,23464
1016,Professor. Francis Sherrill,Home Office,Single,Male,02-05-1992,United States Of America,South,North Carolina,Asheville,28806
2677,Professor. Geoffrey Rivera,Small Business,Single,Male,02-05-1990,U.S.A,South,Virginia,Winchester,22601
1633,Professor. Gerald Raynor,Home Office,Single,Male,02-05-1991,U.S,South,Mississippi,Horn Lake,38637
3100,Professor. Gladys Holloway,Consumer,Married,Male,02-05-1991,U.S,South,Florida,Oakland Park,33334
1918,Professor. Hannah Tyson,Home Office,Single,Male,02-05-1990,U.S.A,South,Arkansas,Paragould,72450
2779,Professor. Jacob Burgess,Corporate,Single,Male,02-05-1991,U.S.A,South,North Carolina,Wilson,27893
1351,Professor. Janet McCullough,Home Office,Single,Male,02-05-1993,United States Of America,South,Florida,Coconut Creek,33063
2220,Professor. Jennifer Stanton,Consumer,Single,Male,12-07-1992,United States Of America,South,Florida,Winter Garden,34787
535,Professor. Jill Clements,Corporate,Single,Male,02-05-1991,U.S.A,South,Virginia,Montclair,22025
824,Professor. Joann Moser,Small Business,Single,Female,12-07-1990,U.S.A,South,Tennessee,Spring Hill,37174
2035,Professor. Jon Ward,Consumer,Single,Female,02-05-1990,United States Of America,South,Florida,Palm Beach Gardens,33403
2704,Professor. Juan Gold,Consumer,Single,Female,02-05-1991,U.S,South,Florida,Pensacola,32503
1718,Professor. Kathy Shah,Consumer,Single,Female,12-07-1994,U.S,South,North Carolina,Garner,27529
1259,Professor. Keith Hobbs,Home Office,Single,Female,02-05-1987,U.S,South,Kentucky,Danville,40422
2270,Professor. Kristine Holden,Small Business,Single,Female,02-05-1996,U.S,South,South Carolina,Mauldin,29662
3177,Professor. Laurie Petty,Consumer,Single,Female,02-05-1990,U.S,South,Florida,Jupiter,33458
799,Professor. Lee McKenna Gregory,Consumer,Single,Female,02-05-1992,United States Of America,South,South Carolina,Hilton Head Island,29915
3339,Professor. Lester Copeland,Consumer,Single,Female,02-05-1987,U.S.A,South,Florida,Titusville,32780
670,Professor. Lewis Baldwin,Home Office,Single,Female,12-07-1990,U.S,South,Virginia,Montclair,22025
970,Professor. Lynn Payne,Consumer,Single,Female,12-07-1997,U.S,South,Virginia,Rose Hill,24281
1875,Professor. Martin Kirk,Consumer,Single,Female,02-05-1987,United States Of America,South,Virginia,Chesapeake,23320
2539,Professor. Max Hubbard,Home Office,Single,Female,02-05-1987,U.S.A,South,Florida,Winter Park,32789
3284,Professor. Michael Shaffer,Corporate,Single,Female,12-07-1991,U.S,South,Florida,Kissimmee,34741
2487,Professor. Michelle Bryant Phillips,Small Business,Single,Female,12-07-1988,United States Of America,South,Georgia,Tucker,30084
1671,Professor. Mitchell Ross,Small Business,Single,Female,02-05-1987,United States Of America,South,Virginia,Burke,22015
2099,Professor. Nathan Fox,Home Office,Single,Female,02-05-1997,United States Of America,South,South Carolina,Myrtle Beach,29577
2059,Professor. Nathan Newton,Corporate,Single,Female,02-05-1988,U.S.A,South,North Carolina,High Point,27260
2124,Professor. Paige Powers,Corporate,Single,Female,12-07-1986,U.S.A,South,Arkansas,West Memphis,72301
2620,Professor. Phyllis Little,Corporate,Single,Female,02-05-1994,United States Of America,South,Tennessee,Bartlett,38134
3167,Professor. Ray Silverman,Corporate,Single,Female,02-05-1988,U.S.A,South,Florida,Ponte Vedra Beach,32004
2468,Professor. Rhonda Stein,Corporate,Single,Female,02-05-1991,U.S,South,North Carolina,Salisbury,28144
1767,Professor. Robert Rollins,Home Office,Single,Female,02-05-1994,U.S.A,South,Georgia,Newnan,30265
1702,Professor. Sandra Berry,Home Office,Single,Female,02-05-1990,U.S.A,South,Mississippi,Meridian,39301
2419,Professor. Sandra Faulkner,Consumer,Single,Female,02-05-1992,United States Of America,South,Virginia,Portsmouth,23701
1178,Professor. Sandy Hunt,Consumer,Single,Female,12-07-1988,U.S.A,South,Florida,Altamonte Springs,32701
1553,Professor. Tara Powers Underwood,Small Business,Single,Female,02-05-1996,United States Of America,South,Mississippi,Greenville,38701
2394,Professor. Tina Monroe,Corporate,Single,Female,02-05-1997,U.S,South,Georgia,Sandy Springs,30328
2847,Professor. Vanessa Day,Corporate,Single,Female,02-05-1993,U.S,South,Tennessee,Collierville,38017
1559,Professor. Zachary Maynard,Consumer,Single,Female,12-07-1997,U.S.A,South,Virginia,Blacksburg,24060
